Cell,Cycle,IR_mean,IR_variance,IR_max,QC_mean,QC_variance,QC_max,QD_mean,QD_variance,QD_max,chargetime_mean,chargetime_variance,chargetime_max,Tmin_mean,Tmin_variance,Tmin_max,Tmax_mean,Tmax_variance,Tmax_max,Tavg_mean,Tavg_variance,Tavg_max,I_t_avg,Qc_t_avg,Qd_t_avg,Qdlin_t_avg,T_t_avg,Tdlin_t_avg,V_t_avg,dQdV_t_avg
b2c38,487,0.017745758,6.28E-09,0.017873663,1.074894827,2.15E-07,1.0754108,1.075181663,1.67E-07,1.0757483,10.12871412,0.001622651,10.18237833,29.72997513,0.02421694,30.075211,36.44813686,0.176315048,37.465702,32.18116645,0.01532943,32.50853753,-0.009612599,0.8855342,0.325355165,0.731232884,32.17676495,33.69182344,3.09609322,-0.724893833
b2c39,480,0.018066951,1.25E-08,0.01825963,1.085875354,4.26E-07,1.0866245,1.086260848,3.77E-07,1.0868819,10.13015148,0.001725136,10.17847,29.73547566,0.020797305,30.138006,36.12181291,0.152762002,36.903049,32.1376022,0.014932462,32.4093651,-0.01476667,0.895469347,0.330164312,0.739801703,32.13240068,33.51619152,3.095578687,-0.731006908
b2c40,530,0.017181153,1.36E-08,0.017464252,1.08189382,1.38E-06,1.0834633,1.081373255,2.71E-06,1.0831202,10.13527403,0.001787391,10.21500667,30.40325596,0.188679733,31.317371,38.25248499,0.341919548,39.397137,33.36213688,0.097297113,33.90275051,0.032387691,0.876364958,0.326884378,0.742408223,33.34660339,35.16442921,3.095739105,-0.790114815
b2c41,452,0.017784684,1.50E-08,0.018032856,1.074832905,3.14E-07,1.0758535,1.0750162,3.29E-07,1.0761088,10.14399912,0.001698329,10.17860833,30.27682629,0.15452129,31.056229,37.5211053,0.289049024,38.922901,33.16125869,0.11602162,33.90880425,1.037686485,0.78670259,0.263404024,0.736936587,33.15535231,34.61621563,3.172838702,-0.762612122
b2c42,492,0.017217486,7.92E-09,0.017426116,1.083393201,2.13E-07,1.0842109,1.083332266,2.15E-07,1.0841106,10.13665218,0.001752072,10.18562333,30.36000462,0.072008267,31.028824,38.07874486,0.289385126,39.339207,33.1537336,0.032921845,33.53232714,0.252211494,0.857534344,0.315648835,0.743861548,33.14251303,34.94083113,3.110918821,-0.766851225
b2c43,487,0.018132235,8.70E-09,0.018293388,1.079735419,2.46E-07,1.0804996,1.079874746,2.48E-07,1.08064,10.13176877,0.001721979,10.17999833,30.26765811,0.062801041,30.871889,37.83846111,0.264226022,38.905258,33.02282489,0.031497356,33.43193368,0.339399004,0.850330015,0.309878984,0.734635759,33.01675823,34.78626715,3.117604671,-0.757038208
b2c44,479,0.017685348,1.53E-08,0.018015467,1.076503662,2.47E-07,1.0771308,1.076616115,2.50E-07,1.0772526,10.1318507,0.001710935,10.18104,30.27482198,0.046996895,30.943897,37.8904266,0.239544988,39.444595,33.03692653,0.03068854,33.44118264,0.511723076,0.831753694,0.299692022,0.734390556,33.03397558,34.79974846,3.125965324,-0.759758043
b2c45,514,0.016991459,3.21E-09,0.017132074,1.074557053,4.82E-07,1.0755492,1.074655781,4.89E-07,1.0756582,10.13934855,0.001754985,10.18117667,29.97215296,0.052673431,30.554789,37.13023046,0.109567423,37.933308,32.61562033,0.022038376,33.02199273,0.043065287,0.87159502,0.323563449,0.739042921,32.61761991,34.25555617,3.096532679,-0.752900607
b2c46,449,0.017811809,2.05E-08,0.018118324,1.079219202,3.21E-07,1.0798172,1.079440397,3.22E-07,1.079998,10.13158487,0.001707542,10.180705,29.72214327,0.028173862,30.105095,36.80116281,0.204446958,37.894932,32.31818041,0.020867074,32.67506799,0.639214241,0.829205295,0.294009217,0.736397723,32.31761011,33.83881646,3.140072616,-0.760687842
b2c47,745,0.017179393,5.02E-09,0.017414257,1.04879677,9.21E-07,1.0499543,1.049160812,9.26E-07,1.0502502,10.1307485,0.001708247,10.17994,29.61730652,0.017568938,30.015146,36.47433788,0.038605868,36.923679,32.40921699,0.018189043,32.79571408,1.156473537,0.770764984,0.248584935,0.705755641,32.41494784,33.56345462,3.188129485,-0.737707868
b3c0,1008,0.015228889,5.88E-10,0.015276212,1.070166986,2.31E-07,1.0709863,1.070498301,2.39E-07,1.0713712,10.04250687,1.46E-06,10.05022,30.86365398,0.015447317,31.20658936,33.58057561,0.023980991,33.974361,32.20608791,0.01413643,32.52985678,-0.05863576,0.844592793,0.296331508,0.745400617,32.19453522,32.49006182,3.11793402,-0.739223533
b3c1,1062,0.014977933,9.66E-10,0.015059211,1.067389688,4.18E-07,1.0683081,1.06777459,4.15E-07,1.0687399,10.04138601,5.98E-07,10.04393167,31.59186344,0.018240597,31.908182,38.01941639,0.061518741,38.707848,34.8506937,0.021441575,35.1980573,-0.039452713,0.84228356,0.297288711,0.748080581,34.83225906,35.55929686,3.117794634,-0.738035604
b3c3,1114,0.015002788,8.47E-10,0.01506798,1.064064059,3.31E-07,1.0649304,1.064697563,3.31E-07,1.0655342,10.04150005,1.09E-06,10.04883333,32.18163254,0.020284805,32.49283614,39.4274103,0.060849347,40.0724446,36.07799717,0.021383783,36.41423859,0.000194629,0.834301257,0.297214859,0.749854118,36.08372652,36.78460007,3.116281842,-0.73919524
b3c4,1047,0.01512417,6.78E-10,0.015181443,1.074222412,1.50E-07,1.0749348,1.074605316,1.60E-07,1.075265,10.0456433,1.05E-06,10.04698333,31.18530179,0.016809633,31.48543078,32.98625101,0.018043425,33.39357831,32.12557597,0.014415298,32.45180501,-0.006152282,0.844113079,0.299176139,0.755397819,32.11635225,32.23586468,3.119196328,-0.739475231
b3c5,827,0.015171882,6.77E-10,0.01522101,1.052690636,4.01E-07,1.0535078,1.053178769,4.02E-07,1.0540558,10.04201068,4.77E-07,10.04369333,32.28426587,0.066358476,32.812687,39.72348331,0.071842807,40.19554383,35.59140516,0.153936865,36.48104245,-0.007617667,0.831157805,0.298156373,0.730428202,35.56737499,35.78413889,3.110395496,-0.727581886
b3c6,666,0.013746279,4.31E-09,0.013858472,1.052654,2.91E-05,1.0623062,1.052956985,2.88E-05,1.0624539,10.08254473,0.000290042,10.11938667,31.43104686,0.02416078,31.777714,37.01743091,0.061749715,37.461433,34.11581762,0.044948728,34.69261246,0.021351365,0.811903768,0.28520629,0.734522189,34.10659412,34.29422598,3.117340019,-0.726272675
b3c7,1835,0.015424255,9.10E-10,0.015500138,1.070142427,3.50E-07,1.0708741,1.07028133,2.42E-07,1.070919,11.04078022,3.57E-05,11.056545,31.25937942,0.015736303,31.6243748,34.28913969,0.016374542,34.60008198,32.80887948,0.013492776,33.15155089,-0.133977065,0.842152713,0.298308154,0.75078767,32.79621391,33.23329235,3.111056074,-0.741047203
b3c8,827,0.015244695,4.63E-10,0.015292005,1.068174236,2.18E-07,1.0687246,1.068132146,2.13E-07,1.0687144,10.04318544,7.39E-07,10.04565667,31.27462994,0.017194062,31.88180655,35.09773747,0.0368825,35.54589716,33.0685492,0.015399413,33.40101791,-0.059484445,0.847412743,0.30169011,0.741950709,33.05574783,33.60253549,3.108232913,-0.732985267
b3c9,1038,0.01579497,1.28E-09,0.015874801,1.072753267,8.01E-08,1.0731655,1.072990863,8.11E-08,1.0733707,10.0411117,9.05E-06,10.04333833,31.31408936,0.018199028,31.89802381,35.11582768,0.036161464,35.68543912,33.09866042,0.01385639,33.51808813,-0.041705771,0.855062997,0.301635333,0.746248744,33.08733458,33.62446591,3.114756046,-0.738176341
b3c10,1077,0.015365414,5.68E-10,0.0154163,1.064212504,2.47E-07,1.0647596,1.064474929,2.33E-07,1.0650008,11.03896348,1.97E-05,11.07091,30.70199052,0.017606087,31.09201005,34.80497188,0.022852304,35.20887742,32.54399223,0.013061872,32.84450815,-0.137753304,0.836679726,0.300072424,0.739910546,32.53388661,33.24899395,3.104153135,-0.730686989
b3c11,816,0.015521386,4.25E-10,0.015558524,1.069714779,5.12E-07,1.0705811,1.069871616,5.18E-07,1.0707607,10.04247405,1.34E-06,10.04858167,31.37971658,0.01951342,32.05960605,37.64461636,0.08667923,38.22832464,34.21806493,0.019024394,34.68794069,-0.013595957,0.847324103,0.303438355,0.742582765,34.2039105,35.21791251,3.111478426,-0.737077913
b3c12,931,0.016044263,1.01E-09,0.016106231,1.076199277,1.66E-07,1.0767494,1.076408947,1.65E-07,1.076943,10.0424646,5.05E-07,10.04387,31.23959468,0.018301767,31.674147,35.57434893,0.048526484,36.1158558,33.23519249,0.015877575,33.58215739,-0.006500555,0.854214264,0.302366998,0.745845007,33.22062854,33.82921218,3.114268245,-0.737292514
b3c13,815,0.015122703,1.20E-09,0.015226681,1.068751726,4.86E-07,1.0706925,1.06882042,4.75E-07,1.0696447,10.04234892,9.74E-07,10.04445,31.33830567,0.017664518,31.6425942,37.25762184,0.068654632,37.80334002,34.13094175,0.023985835,34.49678395,0.003290782,0.841887997,0.299989314,0.74190127,34.11846734,34.94110321,3.110970075,-0.734040331
b3c14,857,0.015546697,7.62E-10,0.015602106,1.07668967,1.57E-07,1.0772499,1.077195581,1.48E-07,1.0777442,10.04189242,6.86E-07,10.04356833,31.08363275,0.016301729,31.409456,35.51498903,0.04672894,36.10149946,33.13147974,0.01464349,33.46374258,-0.004812947,0.855358272,0.302944089,0.749326661,33.11929348,33.78115962,3.113829812,-0.74106054
b3c15,875,0.015300798,5.24E-10,0.015345564,1.070638911,3.01E-07,1.0712733,1.070612704,3.43E-07,1.0712774,10.04169484,6.80E-07,10.04382,30.89234476,0.019210111,31.269295,36.84860843,0.073947397,37.344582,33.52853846,0.020060455,33.88537956,0.023906925,0.845560496,0.302364714,0.74147737,33.50985501,34.4804691,3.111713158,-0.736483975
b3c16,1637,0.015303966,4.76E-10,0.015339985,1.063578148,3.59E-07,1.0643042,1.063594101,3.91E-07,1.0643399,11.04023639,9.72E-06,11.05678333,31.99154066,0.01807449,32.29623135,37.849869,0.031064153,38.21816186,34.95522705,0.018882623,35.28757777,-0.132731125,0.825130771,0.291048065,0.746215273,34.94066588,35.55716645,3.114080889,-0.735059818
b3c17,1314,0.015440882,1.16E-07,0.018645791,1.066184591,1.94E-06,1.0684006,1.066960113,1.96E-06,1.069051,10.04209731,5.86E-06,10.04413,32.47602651,0.066281335,33.05845742,37.43470808,0.064861218,38.138309,35.09586784,0.060113721,35.68559637,-0.037084272,0.836606081,0.300633824,0.753712843,35.07619483,35.48713957,3.111983201,-0.741474593
b3c18,1145,0.015012517,4.79E-10,0.015060746,1.06872414,9.04E-07,1.0700667,1.068835888,9.27E-07,1.0701538,10.04311427,4.63E-07,10.04461667,32.41201271,0.023237513,32.787655,37.99532327,0.059470808,38.518787,35.30985538,0.027092821,35.69724926,-0.001785205,0.834659792,0.298386467,0.752514498,35.2916753,35.76114446,3.115256183,-0.738839894
b3c19,1154,0.015460329,1.60E-09,0.015521758,1.072377131,9.30E-07,1.0737392,1.07267569,8.88E-07,1.0738997,10.04319824,7.79E-07,10.04620833,32.13535381,0.021638479,32.47387885,37.90750565,0.050387416,38.401493,35.1162759,0.023347979,35.48162735,0.002352513,0.841616413,0.293932254,0.751266598,35.09867891,35.57077411,3.122051034,-0.73863421
b3c20,812,0.015258267,1.07E-09,0.015333491,1.067015401,2.13E-07,1.0676279,1.067529689,2.05E-07,1.0681109,10.04340245,2.29E-06,10.053225,30.86654415,0.018488835,31.413151,35.76075001,0.047205173,36.232254,33.11391708,0.016332999,33.50900412,-0.073208468,0.848826031,0.305532636,0.742988848,33.10155201,33.84481258,3.105164972,-0.735890336
b3c21,771,0.014105092,2.59E-09,0.014178332,1.061203697,1.94E-05,1.0684478,1.061421165,1.91E-05,1.0686178,10.08026603,0.000176685,10.113265,32.07524215,0.0302978,32.496986,37.93004164,0.02508845,38.317612,34.92716014,0.044149777,35.39033568,0.081583503,0.815960467,0.279070077,0.741640583,34.90230696,35.15014127,3.128936495,-0.735462059
b3c22,1001,0.015677055,9.83E-10,0.015735455,1.058046456,5.11E-07,1.0590837,1.058193597,4.25E-07,1.0591089,10.04251694,6.85E-06,10.04480333,31.64945617,0.016048149,31.963675,37.5516942,0.034849437,37.97354076,34.63132729,0.030309622,35.04903705,0.028000598,0.835436364,0.290853112,0.734817439,34.6110633,34.97744264,3.119198146,-0.726744787
b3c24,824,0.015544139,6.86E-10,0.015600633,1.050648067,8.19E-08,1.0511409,1.050612744,9.53E-08,1.0511289,10.04181696,6.52E-07,10.04509,32.09840393,0.018046069,32.388145,37.26471308,0.05036406,37.871063,34.70044677,0.017911705,35.03293435,-0.062074024,0.831407902,0.302672387,0.729123555,34.68736851,35.15906582,3.100087036,-0.726473604
b3c25,988,0.015638551,1.01E-09,0.015713645,1.064849405,1.19E-07,1.0653877,1.064983832,1.23E-07,1.0654705,10.04250473,3.93E-06,10.04624167,32.24536148,0.014860676,32.55385898,38.92090922,0.080437677,39.5951108,35.59607205,0.017149011,35.92039785,-0.036571365,0.845008462,0.305862657,0.744516439,35.58282104,36.3406825,3.10459356,-0.731942479
b3c26,1027,0.015589934,8.21E-10,0.015650999,1.075098536,1.20E-07,1.0756066,1.0752355,1.28E-07,1.0758095,10.04228394,6.94E-07,10.04462667,32.34210502,0.02219031,32.67315383,39.16431081,0.067074742,39.786995,35.76291275,0.01897448,36.07889056,-0.010755196,0.846785541,0.305018705,0.757954204,35.74637144,36.57303795,3.112289948,-0.746035061
b3c27,849,0.014913977,8.90E-10,0.014975339,1.063681611,2.58E-07,1.0643082,1.063821674,2.00E-07,1.0644526,10.04501172,4.44E-07,10.046765,32.18328231,0.019134822,32.52049519,38.47864127,0.060493415,38.98098,35.32426642,0.017045372,35.65408524,-0.009438148,0.841251733,0.304289406,0.744313701,35.30862755,35.97465201,3.106095833,-0.733039115
b3c28,540,0.013441283,1.06E-08,0.013605327,1.043835546,2.93E-05,1.0525346,1.043820959,2.93E-05,1.0524576,10.09123311,0.000648141,10.14409667,32.31216614,0.026498066,32.742519,39.56612221,0.016007084,39.85648636,35.72293766,0.04080326,36.18769105,-0.036700438,0.81271582,0.296029196,0.726591955,35.69912497,36.14971326,3.097791564,-0.721660159
b3c29,857,0.01481538,9.70E-10,0.014895254,1.070595758,1.84E-07,1.0711167,1.070682315,1.90E-07,1.0712008,10.04198731,3.42E-06,10.056045,30.85100941,0.019339728,31.231075,31.68109087,0.016292659,31.999889,31.270036,0.014161881,31.56111901,0.024633427,0.845727277,0.301557971,0.744769312,31.26169276,31.30696017,3.113538905,-0.739027299
b3c30,934,0.015566454,9.54E-10,0.015638985,1.071495335,1.42E-07,1.0720278,1.071809635,1.41E-07,1.0723398,10.04341991,3.16E-06,10.04455,30.74835602,0.013263797,31.02437389,33.96309272,0.032425133,34.756858,32.25122417,0.013366524,32.56927534,-0.035660636,0.848892519,0.303755275,0.748934787,32.2424895,32.72982178,3.108448264,-0.737649875
b3c31,730,0.01587269,2.05E-09,0.015964495,1.070864444,3.03E-07,1.071691,1.070885822,3.03E-07,1.0716417,10.04565976,5.41E-06,10.04821667,31.32566557,0.020437744,31.70156532,36.77937666,0.032449892,37.242977,34.011083,0.016766409,34.35475619,0.009943554,0.857212333,0.3039755,0.742929288,33.99977842,34.49937546,3.110187815,-0.732197809
b3c33,1283,0.015333167,5.54E-10,0.015384894,1.062205251,3.31E-07,1.0628856,1.062204854,3.20E-07,1.0629164,10.04327353,3.43E-07,10.04573167,31.69182997,0.018192047,32.01797948,34.29304593,0.018918929,34.695709,33.12068377,0.016378844,33.43266597,-0.060310261,0.832829171,0.292869292,0.744237938,33.10678971,33.2005795,3.120146247,-0.738057421
b3c34,1157,0.015296991,9.59E-10,0.015373172,1.063254944,6.51E-07,1.0643144,1.0632662,6.19E-07,1.0642781,10.04350709,6.16E-06,10.04476333,32.25191118,0.016646205,32.63088919,39.01722723,0.062661629,39.49040963,35.79776714,0.024200608,36.13020766,-0.036584977,0.836590963,0.293094485,0.743206468,35.77975601,36.38900925,3.121806314,-0.732468129
b3c35,1092,0.015369017,6.64E-10,0.015434922,1.064352471,5.24E-07,1.0653293,1.064507057,4.91E-07,1.0654298,10.04362438,1.92E-07,10.04466167,32.25979813,0.026721456,32.644882,38.56381568,0.051072241,39.086731,35.55319918,0.025098198,35.92960788,-0.001527287,0.830771517,0.295843099,0.746189918,35.53352427,36.06243925,3.118558233,-0.739386813
b3c36,922,0.015127845,6.73E-10,0.015179561,1.059280975,7.27E-07,1.0605196,1.059401577,7.25E-07,1.0606048,10.04348989,2.54E-07,10.04474833,32.18943806,0.015513632,32.526413,39.41489282,0.06049795,39.893036,35.89539284,0.021242519,36.24313701,-0.001680859,0.831206167,0.293870332,0.74105443,35.87942033,36.58914948,3.119312264,-0.735723907
b3c38,1934,0.015828745,8.60E-10,0.015879601,1.071884202,1.92E-07,1.072524,1.072026734,1.69E-07,1.0726566,10.04366421,1.13E-06,10.05276833,31.52627232,0.022496781,31.843166,37.76934088,0.058843491,38.268311,34.76766971,0.027178678,35.13555687,-0.056287022,0.840750255,0.292315702,0.746901491,34.74559139,35.29911127,3.122954953,-0.738759011
b3c39,1155,0.015556198,1.19E-09,0.015636776,1.050541755,3.48E-07,1.0513157,1.050722103,3.47E-07,1.0515106,10.04304214,8.94E-06,10.04456167,31.40542751,0.023902124,31.76267553,36.09066647,0.029408903,36.491322,33.89765439,0.018780942,34.23797455,-0.027649176,0.822219246,0.287497508,0.729134391,33.88725809,34.1861173,3.122415366,-0.723520457
b3c40,795,0.01537982,3.21E-09,0.015486349,1.062865696,3.40E-07,1.0635898,1.063136731,3.48E-07,1.0638335,10.04378665,2.23E-06,10.05444667,30.95630972,0.022293868,31.64551379,37.56402713,0.149748942,38.358112,34.08046271,0.060528497,34.63881063,-0.016274316,0.842492851,0.302885532,0.739447253,34.0538695,35.10668365,3.112002824,-0.732452502
b3c41,785,0.018295543,2.11E-08,0.018379398,1.054189758,7.09E-08,1.0545224,1.0545433,6.95E-08,1.0548838,10.04318016,5.99E-07,10.047905,30.83048853,0.015652656,31.15432242,36.65721355,0.058389809,37.245838,33.65485109,0.018004171,33.99743722,-0.007807344,0.832288416,0.302193326,0.7284047,33.63988596,34.46307931,3.107035865,-0.726755734
b3c44,939,0.015566155,9.31E-10,0.015621725,1.073231189,9.47E-08,1.0736365,1.073482593,9.28E-08,1.0739049,10.04322432,3.48E-06,10.04454333,30.64743921,0.020782189,31.011507,36.35874897,0.056513872,36.881859,33.36363416,0.018029414,33.73507087,-0.035527996,0.851430254,0.301714479,0.745834611,33.35112455,34.17466147,3.111347969,-0.736677551
b3c45,1800,0.015612676,8.22E-10,0.01566395,1.071386305,1.82E-07,1.0719951,1.071540015,1.36E-07,1.0721447,11.03864174,1.40E-05,11.05653,30.86556388,0.016355245,31.23377737,34.70007957,0.024275525,35.085537,32.74030947,0.014533626,33.04816789,-0.134336442,0.839169498,0.296449071,0.749534745,32.72444945,33.23834234,3.113258436,-0.742731856
